id;name;year;rank
3719;"A&E Biography: Huey Long - The King Fish";2000;NULL
3720;"A&E Biography: Idi Amin - Monster in Disguise";2000;NULL
3722;"A&E Biography: Ivan the Terrible";2000;NULL
3723;"A&E Biography: J. Pierpont Morgan";2000;NULL
3728;"A&E Biography: Jackie Gleason - Great One";2002;NULL
3733;"A&E Biography: Janet Leigh";2003;NULL
3736;"A&E Biography: Jesus - His Life";1987;NULL
3740;"A&E Biography: Joan of Arc - Virgin Warrior";1998;NULL
3742;"A&E Biography: John Dillinger";2000;NULL
3745;"A&E Biography: John Ford - An American Vision";1998;NULL
3746;"A&E Biography: John Gotti - A Mafia Story";1993;NULL
3748;"A&E Biography: John Stamos";2004;NULL
3749;"A&E Biography: John Travolta";2003;NULL
3750;"A&E Biography: John Waters";2004;NULL
3752;"A&E Biography: John Wilkes Booth";2000;NULL
3760;"A&E Biography: Keanu Reeves";2003;NULL
3761;"A&E Biography: Kevin Costner";2003;NULL
3763;"A&E Biography: King David";1996;NULL
3767;"A&E Biography: Larry Hagman";2004;NULL
3768;"A&E Biography: Lee Harvey Oswald";2000;NULL
3771;"A&E Biography: Lesley Gore";2001;NULL
3773;"A&E Biography: Liberace - Mr. Showmanship";1995;NULL
3774;"A&E Biography: Lizzie Borden: A Woman Accused";1995;NULL
3775;"A&E Biography: Louis Lepke";2000;NULL
3776;"A&E Biography: Louis XIV";2002;NULL
3785;"A&E Biography: Marconi - Whisper in the Air";2000;NULL
3788;"A&E Biography: Marlene - Inventing Dietrich";2000;NULL
3795;"A&E Biography: Mata Hari - The Seductive Spy";1996;NULL
3799;"A&E Biography: Meyer Lansky";2000;NULL
3800;"A&E Biography: Michelangelo - Artist and Man";1999;NULL
3804;"A&E Biography: Moses";1987;NULL
3806;"A&E Biography: Mozart";1987;NULL
3807;"A&E Biography: Mussolini - Italy's Nightmare";1996;NULL
3812;"A&E Biography: Noah";1996;NULL
3813;"A&E Biography: Nostradamus - Prophet of Doom";1996;NULL
3816;"A&E Biography: Pancho Villa - Outlaw Hero";1999;NULL
3817;"A&E Biography: Pat Benatar";2003;NULL
3818;"A&E Biography: Patti LaBelle";2001;NULL
3820;"A&E Biography: Peter Boyle";2003;NULL
3821;"A&E Biography: Peter Fonda";2002;NULL
3824;"A&E Biography: Pierce Brosnan - Beyond Bond";2004;NULL
3825;"A&E Biography: Pocahontas - Her True Story";1995;NULL
3826;"A&E Biography: Pol Pot - Secret Killer";2000;NULL
3829;"A&E Biography: Pretty Boy Floyd";1995;NULL
3830;"A&E Biography: Pulitzer - The Prize Family";1995;NULL
3832;"A&E Biography: R.H. Macy";2000;NULL
3833;"A&E Biography: Rasputin - The Mad Monk";2000;NULL
3835;"A&E Biography: Red Baron - Master of the Air";2000;NULL
3836;"A&E Biography: Redd Foxx - Say It Like It Is";2000;NULL
3840;"A&E Biography: Richard the Lionheart";2000;NULL
3841;"A&E Biography: Robert E. Lee";2000;NULL
3843;"A&E Biography: Rock Hudson - Acting the Part";1999;NULL
3846;"A&E Biography: Rommel - The Last Knight";1997;NULL
3851;"A&E Biography: Samson & Delilah";1996;NULL
3852;"A&E Biography: Samuel L. Jackson";1999;NULL
3854;"A&E Biography: Santa Claus";1994;NULL
3856;"A&E Biography: Satan - Prince of Darkness";1998;NULL
3863;"A&E Biography: Solomon & Sheba";1996;NULL
3866;"A&E Biography: Stan Lee - ComiX-Man";2000;NULL
3867;"A&E Biography: Stanley & Livingstone";1997;NULL
3870;"A&E Biography: Stonewall Jackson";2000;NULL
3873;"A&E Biography: Ted Kennedy";1995;NULL
3874;"A&E Biography: The Astors - High Society";2000;NULL
3875;"A&E Biography: The Boston Strangler";1996;NULL
3877;"A&E Biography: The Coors - A Family Brew";2000;NULL
3882;"A&E Biography: The Green River Killer";2003;NULL
3883;"A&E Biography: The Harlem Globetrotters";2000;NULL
3884;"A&E Biography: The Hunchback of Notre Dame";1996;NULL
3888;"A&E Biography: The Munsters";2003;NULL
3890;"A&E Biography: The Rock";2004;NULL
3891;"A&E Biography: The Rockefellers";1994;NULL
3897;"A&E Biography: Thomas Edison";2000;NULL
3899;"A&E Biography: Tim Robbins";2002;NULL
3904;"A&E Biography: Traci Lords";2004;NULL
3909;"A&E Biography: Will Smith";2003;NULL
3912;"A&E Biography: Zorro - Mark of the Z";1996;NULL
3914;"A&M Records";1997;NULL
3915;"A's Have It, The";1987;NULL
3916;"A+ Pollux";2002;6.1
3917;"A+ salm";1998;NULL
3918;"A, a tokumukan kanto";1925;NULL
3919;"A, B, C... Manhattan";1997;6.1
3920;"A, to ste vi!";1968;NULL
3921;"A, yao lan";1979;NULL
3922;"A, zerosen";1965;NULL
3923;"A-Ducking They Did Go";1939;8.1
3924;A-Game;2002;NULL
3925;A-ge-man;1990;6.5
3926;"A-ha Live at Vallhall: Homecoming";2002;NULL
3928;"A-ha: Live in South America";1993;NULL
3929;"A-Haunting We Will Go";1939;NULL
3930;"A-Haunting We Will Go";1942;5.3
3931;"A-Haunting We Will Go";1949;5.8
3932;"A-Haunting We Will Go";1962;NULL
3933;"A-Haunting We Will Go";1966;5.6
3935;"A-Hunting They Did Go";1948;NULL
3936;"A-Hunting We Will Go";1920;NULL
3937;"A-Hunting We Won't Go";1943;NULL
3938;A-Hmansu;1986;NULL
3939;"A-Lad-In Bagdad";1938;5.1
3940;"A-Lad-in His Lamp";1948;7.7
3942;A-List;2004;NULL
3943;"A-List, The (2001/I)";2001;NULL
3944;"A-List, The (2001/II)";2001;NULL
3946;"A-Tom-inable Snowman, The";1966;5.1
3947;A-Wol;2003;NULL
3948;"A. B'Stard Exposed";1994;NULL
3949;"A. Chekhov. Stsenki";1973;NULL
3950;"A. Constant";1977;NULL
3951;"A. Einstein: How I See the World";1995;NULL
3952;"A. Philip Randolph: For Jobs and Freedom";1996;NULL
3953;"A.-B. gifta bort baron Olson";1928;NULL
3955;A.A.;2001;NULL
3956;"A.A.A. Achille";2003;6.1
3959;A.B.C.D.T.O.P.O.L.;2002;NULL
3960;"A.D. - Hard Again";1994;NULL
3961;"A.D. Police File 1: The Phantom Woman";1990;NULL
3962;"A.D. Police File 2: The Ripper";1985;NULL
3964;"A.D.3 operazione squalo bianco";1966;NULL
3965;A.D.A.M.;1973;NULL
3966;A.D.A.M.;1988;5.7
3969;A.I.D.S.C.R.E.A.M.;1989;NULL
3971;"A.J.'s Dogumentary";1999;NULL
3972;A.K.;1985;7.3
3973;"A.K.A. Birdseye";2002;5.3
3975;"A.K.A. Don Bonus";1995;8
3976;"A.k.a. Robert Foster";2001;NULL
3977;"A.K.A.: It's a Wiley World!";2003;NULL
3980;"A.N.I. 1240";2003;6.6
3981;"A.P.E. #9";2000;NULL
3982;A.P.E.X.;1994;4.3
3983;"A.P.U.: Art, Pot and Underwear";2003;NULL
3984;A.R.K.;1999;NULL
3985;"A.S. - Der kleine Bruder";1995;NULL
3988;A.T.F.;1999;NULL
3990;A.W.O.L.;1918;4.9
3991;A.W.O.L.;1980;NULL
3992;A.W.O.L.;1991;NULL
3993;"A.W.O.L. (1999/I)";1999;5.4
3995;A.W.S.;1916;NULL
3996;"A/R andata+ritorno";2004;4.9
3997;A1;1999;NULL
3998;A2;2001;NULL
4001;A3;1992;NULL
4002;"Aa Aa Lee Lee";1993;NULL
4003;"Aa Ab Laut Chalen";1999;6.3
4004;"Aa bakudan";1964;NULL
4005;"Aa Bheekara Raathri";1986;NULL
4006;"Aa Chithrasalabham Parannotte";1970;NULL
4007;"Aa Divasom";1982;NULL
4008;"Aa Gale Lag Ja";1994;6.1
4009;"Aa Gale Lag Jaa";1973;7.9
4010;"Aa Jaa Sanam";1975;NULL
4011;"Aa koe naki tomo";1972;NULL
4012;"Aa kokyo";1938;NULL
4013;"Aa Neram Alppa Dooram";1985;NULL
4014;"Aa Okkati Adakku";1993;8.4
4015;"Aa Rathri";1983;NULL
4016;"Aa! Megamisama!";1993;NULL
4017;"Aa! Megamisama! The Movie";2000;7.8
4018;"Aa, kaigun";1969;NULL
4019;"Aa, seishun no mune no chi wa";1964;NULL
4020;"AAA agenzia abbandoni";1999;NULL
4021;"AAA bella presenza cercasi";1969;NULL
4022;"AAA Cercasi ragazza tuttofare";1986;NULL
4025;"AAA When Worlds Collide";1994;NULL
4026;Aaaaaah;2001;NULL
4027;Aaaghaat;1988;NULL
4028;"Aaah Belinda";1986;8
4029;"Aab, baad, khaak";1989;4
4030;Aabhijathyam;1971;NULL
4031;"Aabroo (1943/I)";1943;NULL
4032;"Aabroo (1943/II)";1943;NULL
4033;Aabroo;1956;NULL
4034;Aabroo;1968;NULL
4035;Aabshar;1953;NULL
4036;Aacharyan;1993;NULL
4037;"Aachen '44";1970;NULL
4038;"Aada Bomma";1988;NULL
4039;"Aada Janma";1951;NULL
4040;"Aada Janma";1970;NULL
4041;"Aada Paduchu";1967;NULL
4042;"Aada Paduchu";1986;NULL
4043;"Aada Pilla";1991;NULL
4044;"Aada Puli";1984;NULL
4045;"Aadab Arz";1943;NULL
4046;Aadabidda;1955;NULL
4047;Aadabrathuku;1952;NULL
4048;Aadabrathuku;1965;NULL
4049;"Aadadani Adrustam";1974;NULL
4050;Aadadi;1984;NULL
4051;Aadadi;1990;NULL
4052;Aadamkhor;1986;NULL
4053;Aadapettanam;1958;NULL
4054;"Aadara Hasuna";1986;NULL
4055;"Aadarsa Kutumbam";1969;NULL
4056;Aadat;1989;NULL
4057;"Aadat Se Majboor";1981;NULL
4058;"Aadat Se Majboor";1982;NULL
4059;"Aadavallu Meeku Joharulu";1981;NULL
4060;Aadhar;1969;NULL
4061;Aadharsham;1982;NULL
4062;Aadharshila;1982;NULL
4063;"Aadhi Haqeeqat, Aadha Fasana";1990;NULL
4064;"Aadhi Kalas Mag Paaya";1961;NULL
4065;"Aadhi Mimansa";1991;NULL
4066;"Aadhi Raat";1950;NULL
4067;"Aadhi Raat";1957;NULL
4068;"Aadhi Raat Ke Baad";1965;NULL
4069;"Aadhi Thaalam";1990;NULL
4070;"Aadhiya Kiranangal";1964;NULL
4071;Aadhiyugam;1985;NULL
4072;"Aadhya Paapom";1988;NULL
4073;Aadhyamayi;1991;NULL
4074;"Aadhyate Anubhavam";1987;NULL
4075;"Aadhyathe Katha";1972;NULL
4076;"Aadi Dampathulu";1986;NULL
4077;"Aadi Kabi Bhanubhakta";1999;NULL
4078;"Aadi Viradham";1991;NULL
4079;"Aadi Vishnulu";1982;NULL
4080;Aadmi;1968;8.3
4081;Aadmi;1993;8.3
4082;"Aadmi Aur Apsara";1991;8.2
4083;"Aadmi Aur Aurat";1984;NULL
4084;"Aadmi Aur Insaan";1969;3.7
4085;"Aadmi Khilona Hai";1993;NULL
4086;"Aadmi Sadak Ka";1977;NULL
4087;"Aadu Puli Atham";1977;NULL
4088;"Aadyathe Kanmani";1995;NULL
4089;"Aaen med de ni mller";1941;NULL
4090;Aafat;1977;NULL
4091;Aag;1948;6.5
4092;Aag;1967;NULL
4093;Aag;1994;NULL
4094;"Aag Andhi Aur Toofan";1994;NULL
4095;"Aag Aur Chingari";1994;NULL
4096;"Aag Aur Daag";1970;NULL
4097;"Aag Aur Shola";1986;NULL
4098;"Aag Aur Sholay";1980;NULL
4099;"Aag Aur Toofan";1975;NULL
4100;"Aag Hi Aag";1987;NULL
4101;"Aag Hi Aag";1988;NULL
4102;"Aag Ka Dariya";1953;NULL
4103;"Aag Ka Dariya";1990;NULL
4104;"Aag Ka Gola";1990;NULL
4105;"Aag Ka Toofan";1993;NULL
4106;"Aag Ke Sholay";1988;NULL
4107;"Aag Laga Do Sawan Ko";1991;NULL
4108;"Aag Se Khelenge";1989;NULL
4109;"Aagaaya Gangai";1982;NULL
4110;Aagaayam;2000;NULL
4111;Aagamanam;1980;NULL
4112;Aagantuka;1985;NULL
4113;"Aage Badho";1947;NULL
4114;"Aage Kadam";1943;NULL
4115;"Aage Ki Soch";1988;NULL
4116;"Aage Mod Hai";1987;NULL
4117;Aaghaaz;2000;7.1
4118;Aaghat;1990;NULL
4119;Aaghat;1997;NULL
4120;Aaghata;1994;NULL
4121;"Aaghosh (1953/I)";1953;NULL
4122;"Aaghosh (1953/II)";1953;NULL
4123;Aagman;1982;NULL
4124;Aagneyam;1993;NULL
4125;"Aagno Manchhe";2001;NULL
4126;Aago;2000;NULL
4127;"Aagos ang dugo";2001;NULL
4128;Aagraham;1984;NULL
4129;Aagraham;1993;NULL
4130;Aah;1953;6.8
4131;"Aah Sean";1992;NULL
4132;Aah-E-Mazluman;1935;NULL
4133;"Aah... Tamara";1965;NULL
4134;"Aaha Brahmachari";1993;NULL
4135;Aahuthi;1988;NULL
4136;Aahuti;1950;NULL
4137;Aahuti;1978;NULL
4138;Aahuti;1985;NULL
4139;Aai;1981;NULL
4140;Aai;1995;NULL
4141;"Aai Aahe Shetat";1970;NULL
4142;"Aai Bahar";1946;NULL
4143;"Aai Kuna Mhanu Mee";1965;NULL
4144;"Aai Mala Kshama Kar";1957;NULL
4145;"Aai Mi Kuthe Jau?";1972;NULL
4146;"Aai Phirse Bahar";1960;NULL
4147;"Aai Tulzabhavani";1986;NULL
4148;"Aai Udhe Ga Amabai";1971;NULL
4149;Aaina;1944;NULL
4150;Aaina;1974;5.4
4151;Aaina;1993;4.9
4152;"Aaitya Bilavar Nagoba";1979;NULL
4153;Aaj;1987;NULL
4154;"Aaj Aur Kal";1947;NULL
4155;"Aaj Aur Kal";1963;NULL
4156;"Aaj Jhale Mukt Mi";1986;NULL
4157;"Aaj Ka Aladdin";1935;NULL
4158;"Aaj Ka Arjun";1990;6.9
4159;"Aaj Ka Dada";1985;NULL
4160;"Aaj Ka Daur";1985;NULL
4161;"Aaj Ka Farhad";1948;NULL
4162;"Aaj Ka Goonda Raj";1992;6.4
4163;"Aaj Ka Hindustan";1940;NULL
4164;"Aaj Ka Mahatma";1976;NULL
4165;"Aaj Ka MLA Ramavatar";1984;NULL
4166;"Aaj Ka Robin Hood";1987;NULL
4167;"Aaj Ka Ye Ghar";1976;NULL
4168;"Aaj Kaal Parshur Galpa";1981;NULL
4169;"Aaj Kal";1934;NULL
4170;"Aaj Ke Angarey";1988;NULL
4171;"Aaj Ke Shahenshah";1990;NULL
4172;"Aaj Ki Aurat";1993;NULL
4173;"Aaj Ki Awaaz";1984;NULL
4174;"Aaj Ki Baat";1955;NULL
4175;"Aaj Ki Dhara";1979;NULL
4176;"Aaj Ki Duniya";1940;NULL
4177;"Aaj Ki Raat";1948;NULL
4178;"Aaj Ki Taaqat";1992;NULL
4179;"Aaj Ki Taaza Khabar";1973;NULL
4180;"Aaja Meri Jaan";1993;NULL
4181;"Aakali Rajyam";1981;5.3
4182;"Aakasathoru Kilivathil";1996;NULL
4183;"Aakasha Ganga";1999;NULL
4184;"Aakasha Kottayile Sultan";1991;NULL
4185;"Aakhari Poratam";1988;NULL
4186;"Aakher Jamle";1952;NULL
4187;"Aakhir Kyon?";1985;NULL
4188;Aakhosham;1998;NULL
4189;"Aakhree Raasta";1986;8.1
4190;"Aakhri Adalat";1988;NULL
4191;"Aakhri Baazi";1989;NULL
4192;"Aakhri Cheekh";1991;NULL
4193;"Aakhri Chetawani";1993;NULL
4194;"Aakhri Daku";1978;NULL
4195;"Aakhri Dao";1958;NULL
4196;"Aakhri Dao";1975;NULL
4197;"Aakhri Geet";1975;NULL
4198;"Aakhri Goli";1977;NULL
4199;"Aakhri Gulam";1989;NULL
4200;"Aakhri Insaaf";1980;NULL
4201;"Aakhri Kasam";1979;NULL
4202;"Aakhri Khat";1966;NULL
4203;"Aakhri Mujra";1981;NULL
4204;"Aakhri Nishchay";1988;NULL
4205;"Aakhri Sangram";1984;NULL
4206;Aakkramanam;1981;NULL
4207;Aakraman;1975;NULL
4208;Aakrosam;1982;NULL
4209;Aakrosh;1980;7.6
4210;Aakrosh;1998;NULL
4211;"Aal Marattam";1978;NULL
4212;Aala;2002;NULL
4214;"Aalam modhek geddan";1968;NULL
4215;Aalappiranthavan;1987;NULL
4216;Aalasyam;1990;NULL
4217;Aalavattom;1993;NULL
4218;"Aalha Udal";1962;NULL
4219;"Aali Aangavar";1982;NULL
4220;"Aali Laher Kela Kahar";1984;NULL
4221;Aalilathoni;2001;NULL
4222;Aalinganam;2002;NULL
4223;Aalippazhangal;1987;NULL
4224;"Aaliya Bhogasi";1957;NULL
4225;"Aaliya Geliya";1970;NULL
4226;"Aalkkodttathil Thaniye";1984;NULL
4227;Aalmaram;1969;NULL
4228;"Aalmi Jasoos";1991;NULL
4229;"Aalolam Kili";2002;NULL
4230;"Aalorungi Arangorungi";1986;NULL
4231;"Aaltoska orkaniseeraa";1949;NULL
4232;Aaltra;2004;4.9
4233;"Aalu Magalu";1957;NULL
4234;"Aalu Magalu";1977;NULL
4235;Aalyashikaram;1983;NULL
4236;"Aamaar Bhuvan";2002;NULL
4237;"Aambal Poovu";1981;NULL
4238;"Aamchya Gharat Gharoba";1991;NULL
4239;"Aamdani Atthanni Kharcha Rupaiya";2001;5.1
4240;Aame;1994;NULL
4241;"Aame Katha";1977;NULL
4242;"Aamel, El";1943;NULL
4243;"Aamne Samne";1967;NULL
4244;Aan;1952;8.6
4245;"Aan Aur Shaan";1984;NULL
4246;"Aan Baan";1956;NULL
4247;"Aan Baan";1972;NULL
4248;"Aan boord van de 'Sabina'";1920;NULL
4249;"Aan de dag gebracht: Tessa Valstar";1999;NULL
4250;"Aan het eind van de aspergetijd";1997;NULL
4251;"Aan het woord";1986;NULL
4252;"Aan Milo Sajna";1970;5.4
4253;"Aan Paavam";1985;NULL
4254;"Aan: Men at Work";2004;5.9
4255;Aana;1983;NULL
4256;"Aana Kalari";1978;NULL
4257;"Aana Paachan";1978;NULL
4258;"Aana Valarthiyal Vanampadiyude Makan";1971;NULL
4259;"Aana Valarthiyal Vanampady";1959;NULL
4260;"Aanadha Gummi";1983;NULL
4261;Aanakkorumma;1985;NULL
4262;"Aananda Raagam";1982;NULL
4263;"Aanaval Mothiram";1990;NULL
4264;"Aanayum Ambariyum";1978;NULL
4265;Aanazhagan;1995;NULL
4266;Aanch;2003;NULL
4267;Aanchal;1960;NULL
4268;Aanchal;1980;NULL
4269;"Aandha Intaquam";1993;NULL
4270;Aandhi;1952;NULL
4271;Aandhi;1975;6.8
4272;Aandhi;1991;NULL
4273;"Aandhi Aur Toofan";1964;NULL
4274;"Aandhi Toofan";1985;NULL
4275;Aandhiyan;1952;NULL
4276;Aandhiyan;1989;NULL
4277;"Aandippatti Arasampatti";2004;NULL
4278;Aangan;1959;6.2
4279;Aangan;1973;NULL
4280;"Aangan Ki Kali";1979;NULL
4282;"Aangeraakt door een engel";2000;NULL
4283;"Aangkinin ko ang lahat";1997;NULL
4284;"Aankh Ka Nasha";1928;NULL
4285;"Aankh Ka Nasha";1933;NULL
4286;"Aankh Ka Nasha";1957;NULL
4287;"Aankh Ka Tara";1977;NULL
4288;"Aankh Ki Sharm";1943;NULL
4289;"Aankh Michouli";1942;NULL
4290;"Aankh Michouli";1962;NULL
4291;Aankhen;1950;NULL
4292;Aankhen;1968;7.2
4293;Aankhen;1993;4.7
4294;Aankhen;2002;6.6
4295;"Aankhin Dekhi";1978;NULL
4296;"Aankhon Aankhon Mein";1972;NULL
4297;"Aankhon Mein Tum Ho";1997;NULL
4298;"Aankiliyude Tharattu";1987;NULL
4299;"Aanklacht, De";2000;NULL
4305;Aanmelding;1964;NULL
4306;Aanraken;1980;NULL
4307;"Aanslag, De";1986;7.3
4308;Aansoo;1953;NULL
4309;"Aansoo Aur Muskan";1970;NULL
4310;"Aansoo Ban Gaye Phool";1969;NULL
4311;"Aansoo Bane Angaray";1993;NULL
4312;"Aanspreker, De";1999;NULL
4313;"Aansuon Ki Duniya";1936;NULL
4314;"Aao Milkar Gaen";1964;NULL
4315;"Aao Pyaar Karen";1964;NULL
4316;"Aao Pyaar Karen";1983;NULL
4317;"Aao Pyaar Karen";1994;4
4318;"Aap Aye Bahaar Aayee";1971;NULL
4319;"Aap Beeti";1948;NULL
4320;"Aap Beeti";1976;NULL
4321;"Aap Ke Deewane";1980;NULL
4322;"Aap Ke Saath";1986;NULL
4323;"Aap Ki Kasam";1974;7.1
4324;"Aap Ki Khatir";1977;NULL
4325;"Aap Ki Marzi";1939;NULL
4326;"Aap Ki Parchhaiyan";1964;NULL
4327;"Aap Ki Sewa Mein";1946;NULL
4328;"Aap Mujhe Achche Lagne Lage";2002;3.9
4329;"Aap To Aise Na The";1980;NULL
4330;"Aapas Ki Baat";1982;NULL
4331;Aapathbandavudu;1992;NULL
4332;"Aapko Pehle Bhi Kahin Dekha Hai";2003;6.1
4333;"Aapli Manse";1979;NULL
4334;Aapo;1994;4.9
4335;"Aappirikaavil Appu";1986;NULL
4336;"Aar Paar";1954;7.3
4337;"Aar Paar";1985;NULL
4338;"Aar Ya Paar";1997;7.1
4339;Aaradhana;1972;NULL
4340;Aaradhanai;1981;NULL
4341;Aaradhika;1973;NULL
4342;"Aaradi Manninte Janmi";1972;NULL
4343;Aaram;1951;NULL
4344;"Aaram Thamburan";1997;NULL
4345;"Aaram Vardil Aabhayandhara Kalakam";1990;NULL
4346;Aarambh;1976;NULL
4347;Aarambham;1982;NULL
4348;"Aarani Mantalu";1980;NULL
4349;"Aaranya Kaandum";1975;NULL
4350;"Aararo Aariraro";1989;NULL
4351;Aarathi;1981;NULL
4352;Aarattu;1979;NULL
4353;"Aardig geval, Een";1941;NULL
4354;Aardram;1992;NULL
4355;"Aardwolf, De";1984;NULL
4356;"Aare Agbaye";1983;NULL
4357;Aaria;1997;NULL
4358;"Aarilirindhu Aruvathu Varai";1979;NULL
4359;"Aarodum Parayaruthe";1985;NULL
4360;Aarohanam;1980;NULL
4362;"Aaron Carter: Aaron's Party (Come Get It)";2000;NULL
4363;"Aaron Cohen's Debt";1999;6.4
4364;"Aaron Gillespie Will Make You a Star";1995;7
4365;"Aaron Jacks Off";2000;NULL
4366;"Aaron Loves Angela";1975;6
4367;"Aaron Sent Me";1992;NULL
4368;"Aaron Siskind: Second Sight";1981;NULL
4369;"Aaron Slick from Punkin Crick";1952;4.9
4370;"Aaron's Adventures in Amsterdam";2001;NULL
4371;"Aaron's Adventures in Amsterdam 2";2001;NULL
4372;"Aaron's Adventures in London";2001;NULL
4373;"Aaron's Adventures in London 2";2001;NULL
4374;"Aaron's Adventures in London 3";2002;NULL
4376;"Aaron's Adventures in Russia 2";2001;NULL
4377;"Aaron's Adventures in Russia 3";2001;NULL
4378;"Aaron's Adventures in Russia 4";2001;NULL
4379;"Aaron's Amateur Fun Fest";2001;NULL
4380;"Aaron's American Tour";2001;NULL
4381;"Aaron's American Tour 2";2001;NULL
4382;"Aaron's Boys Tell All";2001;NULL
4383;"Aaron's Boys Tell All 2";2001;NULL
4384;"Aaron's Casting Couch";2000;NULL
4385;"Aaron's European Friend";2001;NULL
4386;"Aaron's First Orgy";2001;NULL
4387;"Aaron's Hot Tub Party";2001;NULL
4388;"Aaron's London Boy Orgy";2002;NULL
4389;"Aaron's Rod";1923;NULL
4390;"Aaron's Russian Boy Orgy";2001;NULL
4391;"Aaron's Way: The Harvest";1988;NULL
4392;Aaroodam;1983;NULL
4393;Aarop;1973;NULL
4394;Aarorumariyathe;1984;NULL
4395;Aarti;1945;NULL
4396;Aarti;1962;7.8
4397;"Aaru Manikkoor";1978;NULL
4398;"Aarum Anyaralla";1978;NULL
4399;"Aarundivide Chodikkan";1986;NULL
4400;Aarupushpangal;1977;NULL
4401;"Aaryankavu Kollasangam";1969;NULL
4402;Aarzoo;1999;5.9
4403;Aas;1953;NULL
4404;"Aas Ka Panchhi";1961;NULL
4405;"Aas Paas";1981;NULL
4406;Aasai;1995;NULL
4407;Aasayam;1993;NULL
4408;"Aasegobba Meesegobba";1990;NULL
4409;Aasha;1957;NULL
4410;Aasha;1980;5.9
4411;Aasha;1982;NULL
4412;"Aasha Chakram";1973;NULL
4413;"Aasha Deepam";1953;NULL
4414;Aashamsakalode;1984;NULL
4415;Aasheervatham;1977;NULL
4416;Aashiana;1974;NULL
4417;Aashiana;1986;NULL
4418;Aashiq;1962;NULL
4419;Aashiq;2001;4.2
4420;"Aashiq Awara";1993;NULL
4421;"Aashiq Hoon Baharon Ka";1977;7
4422;"Aashiq Mastana";1995;NULL
4423;Aashiqui;1990;5.3
4424;Aashirbad;2001;NULL
4425;Aashirwad;1968;8.6
4426;Aashramam;1978;NULL
4427;Aashrayam;1983;NULL
4428;Aasmaan;1952;NULL
4429;Aasmaan;1984;NULL
4430;Aasmaan;1990;NULL
4431;"Aasmaan Mahal";1965;NULL
4432;"Aasmaan Se Gira";1992;NULL
4433;"Aasmaan Se Ooncha";1989;NULL
4434;Aasphota;1988;NULL
4435;Aasra;1941;NULL
4436;Aasra;1966;NULL
4437;"Aasra Pyaar Da";1983;NULL
4438;Aastha;1997;7.5
4439;"Aasthulu Anthasthulu";1988;NULL
4440;Aastiparulu;1966;NULL
4441;Aasu;1991;NULL
4442;"Aata Bombatta";1990;NULL
4443;Aatagadu;1980;NULL
4444;"Aatamin poika";1996;NULL
4445;"Aatamin puvussa ja vhn Eevankin";1931;NULL
4446;"Aatamin puvussa ja vhn Eevankin";1971;6.3
4447;"Aatamin puvussa ja vhn Eevankin...";1940;4.6
4448;"Aatank Hi Aatank";1995;7.3
4449;"Aathma Mela";1999;NULL
4450;Aatish;1979;NULL
4451;Aatish;1994;8.5
4452;"Aatishe Ishq";1931;NULL
4453;"Aatma Balam";1964;NULL
4454;"Aatma Bandhuvulu";1987;NULL
4455;"Aatma Gowravam";1965;NULL
4456;Aatmiyudu;1977;NULL
4457;Aatmiyulu;1969;NULL
4458;Aatomik;1970;9
4459;Aattakatha;1987;NULL
4460;Aattinakkare;1989;NULL
4461;"Aattuvanchi Ulanjappol";1984;NULL
4462;Aattuvela;1997;NULL
4463;"Aau cha yeung cho";1999;NULL
4464;"Aau chin";1999;7.2
4465;"Aau chin 2";2001;6
4466;"Aau dut";1997;6.8
4467;"Aau fung yee";2000;NULL
4468;"Aau seung han";1951;NULL
4469;"Aau yeung liu 4 yue gwai tung hang";1998;NULL
4470;"Aau yeung liu sap chat ji gaam fong yau gwai";2002;NULL
4472;Aavanazhi;1986;NULL
4473;"Aavanikunnile Kinnaripookkal";1991;NULL
4474;Aavarampoo;1992;NULL
4475;Aavesham;1979;NULL
4476;"Aavida Maa Aavide";1998;NULL
4477;Aavishkar;1973;NULL
4478;"Aaya Basant Sakhi";1986;NULL
4479;"Aaya Toofan";1964;NULL
4480;"Aaye Din Bahar Ke";1966;NULL
4481;"Aayiram Abilashangal";1984;NULL
4482;"Aayiram Chirakulla Moham";1989;NULL
4483;"Aayiram Janmangal";1976;NULL
4484;"Aayiram Kannukal";1986;NULL
4485;"Aayiram Meni";1999;NULL
4486;"Aayiram Naavulla Ananthan";1996;NULL
4487;"Aayiram Nilavae Vaa";1983;NULL
4488;Aayirappara;1993;NULL
4489;Aayushkalam;1992;NULL
4490;"Aaz el habaieb";1961;NULL
4491;Aazad;2000;NULL
4492;Aazhi;1985;NULL
4493;"Aazhikkoru Muthu";1989;NULL
4494;Aazmayish;1995;NULL
4495;Ab;1975;NULL
4496;"Ab Ayega Mazaa";1984;NULL
4497;"Ab Dilli Dur Nahin";1957;NULL
4498;"Ab heute erwachsen";1985;NULL
4499;"Ab heute heisst du Sarah";1989;NULL
4500;"Ab in den Sden";1982;NULL
4501;"Ab ins Paradies";2001;7.9
4502;"Ab Insaf Hoga";1995;6.7
4503;"Ab Ke Baras";2002;3.4
4504;"Ab Kya Hoga";1977;NULL
4505;"Ab Mitternacht";1937;NULL
4506;"Ab morgen sind wir reich und ehrlich";1976;NULL
4507;"Ab nach Tibet!";1994;2.7
4509;"Ab Tak Chappan";2004;5.4
